     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER
     1122   3217  17152   8   3   0   0        6   15    1    1  'EM'   1161    25     3    30     1
     1123   3218  17156   8   3   0   1        6   15    3    1  'EM'   1185    25     3    30     2
     1124   3220  17164   8   3   0   3        6   15    7    1  'EM'   1233    25     3    30     3
     1125   3219  17160   8   3   0   2        6   15    5    1  'EM'   1209    25     3    30     4
     1126   3222  17172   8   3   0   5        6   15   11    1  'EM'   1278    25     3    30     5
     1127   3221  17168   8   3   0   4        6   15    9    1  'EM'   1256    25     3    30     6
     1128   3223  17176   8   3   0   6        6   15   13    1  'EM'   1300    25     3    30     7
     1129   3224  17180   8   3   0   7        6   15   15    1  'FH'   1326    25     3    30    11
     1130   3225  17184   8   3   0   8        6   15   17    1  'FH'   1344    25     3    30    12
     1131   3226  17188   8   3   0   9        6   15   19    1  'FH'   1360    25     3    30    13
     1132   3227  17192   8   3   0  10        6   15   21    1  'CH'   1371    25     3    30    15
     1133   2941  15680   7   5   1   0        6    3   27    1  'EM'    918    24     3    31     1
     1134   2942  15684   7   5   1   1        6    3   29    1  'EM'    942    24     3    31     2
     1135   2944  15692   7   5   1   3        6    3   33    1  'EM'    966    24     3    31     3
     1136   2943  15688   7   5   1   2        6    3   31    1  'EM'    990    24     3    31     4
     1137   2946  15700   7   5   1   5        6    3   37    1  'EM'   1013    24     3    31     5
     1138   2945  15696   7   5   1   4        6    3   35    1  'EM'   1035    24     3    31     6
     1139   2947  15704   7   5   1   6        6    3   39    1  'EM'   1057    24     3    31     7
     1140   2948  15708   7   5   1   7        6    3   41    1  'FH'   1078    24     3    31    11
     1141   2949  15712   7   5   1   8        6    3   43    1  'FH'   1097    24     3    31    12
     1142   2950  15716   7   5   1   9        6    3   45    1  'FH'   1114    24     3    31    13
     1143   2951  15720   7   5   1  10        6    3   47    1  'CH'   1127    24     3    31    15
     1144   2929  15616   7   5   0   0        6    3    1    1  'EM'    923    24     3    32     1
     1145   2930  15620   7   5   0   1        6    3    3    1  'EM'    947    24     3    32     2
     1146   2932  15628   7   5   0   3        6    3    7    1  'EM'    995    24     3    32     3
     1147   2931  15624   7   5   0   2        6    3    5    1  'EM'    971    24     3    32     4
     1148   2934  15636   7   5   0   5        6    3   11    1  'EM'   1040    24     3    32     5
     1149   2933  15632   7   5   0   4        6    3    9    1  'EM'   1018    24     3    32     6
     1150   2935  15640   7   5   0   6        6    3   13    1  'EM'   1062    24     3    32     7
     1151   2936  15644   7   5   0   7        6    3   15    1  'FH'   1083    24     3    32    11
     1152   2937  15648   7   5   0   8        6    3   17    1  'FH'   1102    24     3    32    12
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1153   2938  15652   7   5   0   9        6    3   19    1  'FH'   1119    24     3    32    13
     1154   2939  15656   7   5   0  10        6    3   21    1  'CH'   1134    24     3    32    15
     1155   2653  14144   6   7   1   0        5   15   27    1  'EM'    680    23     3    33     1
     1156   2654  14148   6   7   1   1        5   15   29    1  'EM'    704    23     3    33     2
     1157   2656  14156   6   7   1   3        5   15   33    1  'EM'    728    23     3    33     3
     1158   2655  14152   6   7   1   2        5   15   31    1  'EM'    752    23     3    33     4
     1159   2658  14164   6   7   1   5        5   15   37    1  'EM'    775    23     3    33     5
     1160   2657  14160   6   7   1   4        5   15   35    1  'EM'    797    23     3    33     6
     1161   2659  14168   6   7   1   6        5   15   39    1  'EM'    819    23     3    33     7
     1162   2660  14172   6   7   1   7        5   15   41    1  'FH'    835    23     3    33    11
     1163   2661  14176   6   7   1   8        5   15   43    1  'FH'    855    23     3    33    12
     1164   2662  14180   6   7   1   9        5   15   45    1  'FH'    873    23     3    33    13
     1165   2663  14184   6   7   1  10        5   15   47    1  'CH'    890    23     3    33    15
     1166   2641  14080   6   7   0   0        5   15    1    1  'EM'    685    23     3    34     1
     1167   2642  14084   6   7   0   1        5   15    3    1  'EM'    709    23     3    34     2
     1168   2644  14092   6   7   0   3        5   15    7    1  'EM'    757    23     3    34     3
     1169   2643  14088   6   7   0   2        5   15    5    1  'EM'    733    23     3    34     4
     1170   2646  14100   6   7   0   5        5   15   11    1  'EM'    802    23     3    34     5
     1171   2645  14096   6   7   0   4        5   15    9    1  'EM'    780    23     3    34     6
     1172   2647  14104   6   7   0   6        5   15   13    1  'EM'    824    23     3    34     7
     1173   2648  14108   6   7   0   7        5   15   15    1  'FH'    850    23     3    34    11
     1174   2649  14112   6   7   0   8        5   15   17    1  'FH'    868    23     3    34    12
     1175   2650  14116   6   7   0   9        5   15   19    1  'FH'    884    23     3    34    13
     1176   2651  14120   6   7   0  10        5   15   21    1  'CH'    895    23     3    34    15
     1177   2365  12608   6   1   1   0        5    3   27    1  'EM'    442    22     3    35     1
     1178   2366  12612   6   1   1   1        5    3   29    1  'EM'    466    22     3    35     2
     1179   2368  12620   6   1   1   3        5    3   33    1  'EM'    490    22     3    35     3
     1180   2367  12616   6   1   1   2        5    3   31    1  'EM'    514    22     3    35     4
     1181   2370  12628   6   1   1   5        5    3   37    1  'EM'    537    22     3    35     5
     1182   2369  12624   6   1   1   4        5    3   35    1  'EM'    559    22     3    35     6
     1183   2371  12632   6   1   1   6        5    3   39    1  'EM'    581    22     3    35     7
     1184   2372  12636   6   1   1   7        5    3   41    1  'FH'    602    22     3    35    11
     1185   2373  12640   6   1   1   8        5    3   43    1  'FH'    621    22     3    35    12
     1186   2374  12644   6   1   1   9        5    3   45    1  'FH'    638    22     3    35    13
     1187   2375  12648   6   1   1  10        5    3   47    1  'CH'    651    22     3    35    15
     1188   2353  12544   6   1   0   0        5    3    1    1  'EM'    447    22     3    36     1
     1189   2354  12548   6   1   0   1        5    3    3    1  'EM'    471    22     3    36     2
     1190   2356  12556   6   1   0   3        5    3    7    1  'EM'    519    22     3    36     3
     1191   2355  12552   6   1   0   2        5    3    5    1  'EM'    495    22     3    36     4
     1192   2358  12564   6   1   0   5        5    3   11    1  'EM'    564    22     3    36     5
     1193   2357  12560   6   1   0   4        5    3    9    1  'EM'    542    22     3    36     6
     1194   2359  12568   6   1   0   6        5    3   13    1  'EM'    586    22     3    36     7
     1195   2360  12572   6   1   0   7        5    3   15    1  'FH'    607    22     3    36    11
     1196   2361  12576   6   1   0   8        5    3   17    1  'FH'    626    22     3    36    12
     1197   2362  12580   6   1   0   9        5    3   19    1  'FH'    643    22     3    36    13
     1198   3236  17244   8   3   1   7        6   15   41    1  'FH'   1311    21     3    37    11
     1199   3237  17248   8   3   1   8        6   15   43    1  'FH'   1331    21     3    37    12
     1200   3238  17252   8   3   1   9        6   15   45    1  'FH'   1349    21     3    37    13
     1201   2387  12712   6   1   2  10        5    4   21    1  'CH'    657    26     4    28    15
     1202   3253  17344   8   3   3   0        6   16   27    1  'EM'   1155    25     4    29     1
     1203   3254  17348   8   3   3   1        6   16   29    1  'EM'   1179    25     4    29     2
     1204   3256  17356   8   3   3   3        6   16   33    1  'EM'   1203    25     4    29     3
     1205   3255  17352   8   3   3   2        6   16   31    1  'EM'   1227    25     4    29     4
     1206   3258  17364   8   3   3   5        6   16   37    1  'EM'   1250    25     4    29     5
     1207   3257  17360   8   3   3   4        6   16   35    1  'EM'   1272    25     4    29     6
     1208   3259  17368   8   3   3   6        6   16   39    1  'EM'   1294    25     4    29     7
     1209   3263  17384   8   3   3  10        6   16   47    1  'CH'   1365    25     4    29    15
     1210   3241  17280   8   3   2   0        6   16    1    1  'EM'   1162    25     4    30     1
     1211   3242  17284   8   3   2   1        6   16    3    1  'EM'   1186    25     4    30     2
     1212   3244  17292   8   3   2   3        6   16    7    1  'EM'   1234    25     4    30     3
     1213   3243  17288   8   3   2   2        6   16    5    1  'EM'   1210    25     4    30     4
     1214   3246  17300   8   3   2   5        6   16   11    1  'EM'   1279    25     4    30     5
     1215   3245  17296   8   3   2   4        6   16    9    1  'EM'   1257    25     4    30     6
     1216   3247  17304   8   3   2   6        6   16   13    1  'EM'   1301    25     4    30     7
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1217   3248  17308   8   3   2   7        6   16   15    1  'FH'   1325    25     4    30    11
     1218   3249  17312   8   3   2   8        6   16   17    1  'FH'   1343    25     4    30    12
     1219   3250  17316   8   3   2   9        6   16   19    1  'FH'   1359    25     4    30    13
     1220   3251  17320   8   3   2  10        6   16   21    1  'CH'   1372    25     4    30    15
     1221   2965  15808   7   5   3   0        6    4   27    1  'EM'    917    24     4    31     1
     1222   2966  15812   7   5   3   1        6    4   29    1  'EM'    941    24     4    31     2
     1223   2968  15820   7   5   3   3        6    4   33    1  'EM'    965    24     4    31     3
     1224   2967  15816   7   5   3   2        6    4   31    1  'EM'    989    24     4    31     4
     1225   2970  15828   7   5   3   5        6    4   37    1  'EM'   1012    24     4    31     5
     1226   2969  15824   7   5   3   4        6    4   35    1  'EM'   1034    24     4    31     6
     1227   2971  15832   7   5   3   6        6    4   39    1  'EM'   1056    24     4    31     7
     1228   2972  15836   7   5   3   7        6    4   41    1  'FH'   1077    24     4    31    11
     1229   2973  15840   7   5   3   8        6    4   43    1  'FH'   1096    24     4    31    12
     1230   2974  15844   7   5   3   9        6    4   45    1  'FH'   1113    24     4    31    13
     1231   2975  15848   7   5   3  10        6    4   47    1  'CH'   1128    24     4    31    15
     1232   2953  15744   7   5   2   0        6    4    1    1  'EM'    924    24     4    32     1
     1233   2954  15748   7   5   2   1        6    4    3    1  'EM'    948    24     4    32     2
     1234   2956  15756   7   5   2   3        6    4    7    1  'EM'    996    24     4    32     3
     1235   2955  15752   7   5   2   2        6    4    5    1  'EM'    972    24     4    32     4
     1236   2958  15764   7   5   2   5        6    4   11    1  'EM'   1041    24     4    32     5
     1237   2957  15760   7   5   2   4        6    4    9    1  'EM'   1019    24     4    32     6
     1238   2959  15768   7   5   2   6        6    4   13    1  'EM'   1063    24     4    32     7
     1239   2960  15772   7   5   2   7        6    4   15    1  'FH'   1084    24     4    32    11
     1240   2961  15776   7   5   2   8        6    4   17    1  'FH'   1103    24     4    32    12
     1241   2962  15780   7   5   2   9        6    4   19    1  'FH'   1120    24     4    32    13
     1242   2963  15784   7   5   2  10        6    4   21    1  'CH'   1133    24     4    32    15
     1243   2677  14272   6   7   3   0        5   16   27    1  'EM'    679    23     4    33     1
     1244   2678  14276   6   7   3   1        5   16   29    1  'EM'    703    23     4    33     2
     1245   2680  14284   6   7   3   3        5   16   33    1  'EM'    727    23     4    33     3
     1246   2679  14280   6   7   3   2        5   16   31    1  'EM'    751    23     4    33     4
     1247   2682  14292   6   7   3   5        5   16   37    1  'EM'    774    23     4    33     5
     1248   2681  14288   6   7   3   4        5   16   35    1  'EM'    796    23     4    33     6
     1249   2683  14296   6   7   3   6        5   16   39    1  'EM'    818    23     4    33     7
     1250   2684  14300   6   7   3   7        5   16   41    1  'FH'    836    23     4    33    11
     1251   2685  14304   6   7   3   8        5   16   43    1  'FH'    856    23     4    33    12
     1252   2686  14308   6   7   3   9        5   16   45    1  'FH'    874    23     4    33    13
     1253   2687  14312   6   7   3  10        5   16   47    1  'CH'    889    23     4    33    15
     1254   2665  14208   6   7   2   0        5   16    1    1  'EM'    686    23     4    34     1
     1255   2666  14212   6   7   2   1        5   16    3    1  'EM'    710    23     4    34     2
     1256   2668  14220   6   7   2   3        5   16    7    1  'EM'    758    23     4    34     3
     1257   2667  14216   6   7   2   2        5   16    5    1  'EM'    734    23     4    34     4
     1258   2670  14228   6   7   2   5        5   16   11    1  'EM'    803    23     4    34     5
     1259   2669  14224   6   7   2   4        5   16    9    1  'EM'    781    23     4    34     6
     1260   2671  14232   6   7   2   6        5   16   13    1  'EM'    825    23     4    34     7
     1261   2672  14236   6   7   2   7        5   16   15    1  'FH'    849    23     4    34    11
     1262   2673  14240   6   7   2   8        5   16   17    1  'FH'    867    23     4    34    12
     1263   2674  14244   6   7   2   9        5   16   19    1  'FH'    883    23     4    34    13
     1264   2675  14248   6   7   2  10        5   16   21    1  'CH'    896    23     4    34    15
     1265   2389  12736   6   1   3   0        5    4   27    1  'EM'    441    22     4    35     1
     1266   2390  12740   6   1   3   1        5    4   29    1  'EM'    465    22     4    35     2
     1267   2392  12748   6   1   3   3        5    4   33    1  'EM'    489    22     4    35     3
     1268   2391  12744   6   1   3   2        5    4   31    1  'EM'    513    22     4    35     4
     1269   2394  12756   6   1   3   5        5    4   37    1  'EM'    536    22     4    35     5
     1270   2393  12752   6   1   3   4        5    4   35    1  'EM'    558    22     4    35     6
     1271   2395  12760   6   1   3   6        5    4   39    1  'EM'    580    22     4    35     7
     1272   2396  12764   6   1   3   7        5    4   41    1  'FH'    601    22     4    35    11
     1273   2397  12768   6   1   3   8        5    4   43    1  'FH'    620    22     4    35    12
     1274   2398  12772   6   1   3   9        5    4   45    1  'FH'    637    22     4    35    13
     1275   2399  12776   6   1   3  10        5    4   47    1  'CH'    652    22     4    35    15
     1276   2377  12672   6   1   2   0        5    4    1    1  'EM'    448    22     4    36     1
     1277   2378  12676   6   1   2   1        5    4    3    1  'EM'    472    22     4    36     2
     1278   2380  12684   6   1   2   3        5    4    7    1  'EM'    520    22     4    36     3
     1279   2379  12680   6   1   2   2        5    4    5    1  'EM'    496    22     4    36     4
     1280   2382  12692   6   1   2   5        5    4   11    1  'EM'    565    22     4    36     5
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1281   2381  12688   6   1   2   4        5    4    9    1  'EM'    543    22     4    36     6
     1282   2383  12696   6   1   2   6        5    4   13    1  'EM'    587    22     4    36     7
     1283   2384  12700   6   1   2   7        5    4   15    1  'FH'    608    22     4    36    11
     1284   2385  12704   6   1   2   8        5    4   17    1  'FH'    627    22     4    36    12
     1285   2386  12708   6   1   2   9        5    4   19    1  'FH'    644    22     4    36    13
     1286   3260  17372   8   3   3   7        6   16   41    1  'FH'   1312    21     4    37    11
     1287   3261  17376   8   3   3   8        6   16   43    1  'FH'   1332    21     4    37    12
     1288   3262  17380   8   3   3   9        6   16   45    1  'FH'   1350    21     4    37    13
     1289   2411  12840   6   2   0  10        5    5   21    1  'CH'    656    26     5    28    15
     1290   3277  17472   8   4   1   0        6   17   27    1  'EM'   1154    25     5    29     1
     1291   3278  17476   8   4   1   1        6   17   29    1  'EM'   1178    25     5    29     2
     1292   3280  17484   8   4   1   3        6   17   33    1  'EM'   1202    25     5    29     3
     1293   3279  17480   8   4   1   2        6   17   31    1  'EM'   1226    25     5    29     4
     1294   3282  17492   8   4   1   5        6   17   37    1  'EM'   1249    25     5    29     5
     1295   3281  17488   8   4   1   4        6   17   35    1  'EM'   1271    25     5    29     6
     1296   3283  17496   8   4   1   6        6   17   39    1  'EM'   1293    25     5    29     7
     1297   3287  17512   8   4   1  10        6   17   47    1  'CH'   1364    25     5    29    15
     1298   3265  17408   8   4   0   0        6   17    1    1  'EM'   1163    25     5    30     1
     1299   3266  17412   8   4   0   1        6   17    3    1  'EM'   1187    25     5    30     2
     1300   3268  17420   8   4   0   3        6   17    7    1  'EM'   1235    25     5    30     3
     1301   3267  17416   8   4   0   2        6   17    5    1  'EM'   1211    25     5    30     4
     1302   3270  17428   8   4   0   5        6   17   11    1  'EM'   1280    25     5    30     5
     1303   3269  17424   8   4   0   4        6   17    9    1  'EM'   1258    25     5    30     6
     1304   3271  17432   8   4   0   6        6   17   13    1  'EM'   1302    25     5    30     7
     1305   3272  17436   8   4   0   7        6   17   15    1  'FH'   1324    25     5    30    11
     1306   3273  17440   8   4   0   8        6   17   17    1  'FH'   1342    25     5    30    12
     1307   3274  17444   8   4   0   9        6   17   19    1  'FH'   1358    25     5    30    13
     1308   3275  17448   8   4   0  10        6   17   21    1  'CH'   1373    25     5    30    15
     1309   2989  15936   7   6   1   0        6    5   27    1  'EM'    916    24     5    31     1
     1310   2990  15940   7   6   1   1        6    5   29    1  'EM'    940    24     5    31     2
     1311   2992  15948   7   6   1   3        6    5   33    1  'EM'    964    24     5    31     3
     1312   2991  15944   7   6   1   2        6    5   31    1  'EM'    988    24     5    31     4
     1313   2994  15956   7   6   1   5        6    5   37    1  'EM'   1011    24     5    31     5
     1314   2993  15952   7   6   1   4        6    5   35    1  'EM'   1033    24     5    31     6
     1315   2995  15960   7   6   1   6        6    5   39    1  'EM'   1055    24     5    31     7
     1316   2996  15964   7   6   1   7        6    5   41    1  'FH'   1076    24     5    31    11
     1317   2997  15968   7   6   1   8        6    5   43    1  'FH'   1095    24     5    31    12
     1318   2998  15972   7   6   1   9        6    5   45    1  'FH'   1112    24     5    31    13
     1319   2999  15976   7   6   1  10        6    5   47    1  'CH'   1129    24     5    31    15
     1320   2977  15872   7   6   0   0        6    5    1    1  'EM'    925    24     5    32     1
     1321   2978  15876   7   6   0   1        6    5    3    1  'EM'    949    24     5    32     2
     1322   2980  15884   7   6   0   3        6    5    7    1  'EM'    997    24     5    32     3
     1323   2979  15880   7   6   0   2        6    5    5    1  'EM'    973    24     5    32     4
     1324   2982  15892   7   6   0   5        6    5   11    1  'EM'   1042    24     5    32     5
     1325   2981  15888   7   6   0   4        6    5    9    1  'EM'   1020    24     5    32     6
     1326   2983  15896   7   6   0   6        6    5   13    1  'EM'   1064    24     5    32     7
     1327   2984  15900   7   6   0   7        6    5   15    1  'FH'   1085    24     5    32    11
     1328   2985  15904   7   6   0   8        6    5   17    1  'FH'   1104    24     5    32    12
     1329   2986  15908   7   6   0   9        6    5   19    1  'FH'   1121    24     5    32    13
     1330   2987  15912   7   6   0  10        6    5   21    1  'CH'   1132    24     5    32    15
     1331   2701  14400   7   0   1   0        5   17   27    1  'EM'    678    23     5    33     1
     1332   2702  14404   7   0   1   1        5   17   29    1  'EM'    702    23     5    33     2
     1333   2704  14412   7   0   1   3        5   17   33    1  'EM'    726    23     5    33     3
     1334   2703  14408   7   0   1   2        5   17   31    1  'EM'    750    23     5    33     4
     1335   2706  14420   7   0   1   5        5   17   37    1  'EM'    773    23     5    33     5
     1336   2705  14416   7   0   1   4        5   17   35    1  'EM'    795    23     5    33     6
     1337   2707  14424   7   0   1   6        5   17   39    1  'EM'    817    23     5    33     7
     1338   2708  14428   7   0   1   7        5   17   41    1  'FH'    837    23     5    33    11
     1339   2709  14432   7   0   1   8        5   17   43    1  'FH'    857    23     5    33    12
     1340   2710  14436   7   0   1   9        5   17   45    1  'FH'    875    23     5    33    13
     1341   2711  14440   7   0   1  10        5   17   47    1  'CH'    888    23     5    33    15
     1342   2689  14336   7   0   0   0        5   17    1    1  'EM'    687    23     5    34     1
     1343   2690  14340   7   0   0   1        5   17    3    1  'EM'    711    23     5    34     2
     1344   2692  14348   7   0   0   3        5   17    7    1  'EM'    759    23     5    34     3
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1345   2691  14344   7   0   0   2        5   17    5    1  'EM'    735    23     5    34     4
     1346   2694  14356   7   0   0   5        5   17   11    1  'EM'    804    23     5    34     5
     1347   2693  14352   7   0   0   4        5   17    9    1  'EM'    782    23     5    34     6
     1348   2695  14360   7   0   0   6        5   17   13    1  'EM'    826    23     5    34     7
     1349   2696  14364   7   0   0   7        5   17   15    1  'FH'    848    23     5    34    11
     1350   2697  14368   7   0   0   8        5   17   17    1  'FH'    866    23     5    34    12
     1351   2698  14372   7   0   0   9        5   17   19    1  'FH'    882    23     5    34    13
     1352   2699  14376   7   0   0  10        5   17   21    1  'CH'    897    23     5    34    15
     1353   2413  12864   6   2   1   0        5    5   27    1  'EM'    440    22     5    35     1
     1354   2414  12868   6   2   1   1        5    5   29    1  'EM'    464    22     5    35     2
     1355   2416  12876   6   2   1   3        5    5   33    1  'EM'    488    22     5    35     3
     1356   2415  12872   6   2   1   2        5    5   31    1  'EM'    512    22     5    35     4
     1357   2418  12884   6   2   1   5        5    5   37    1  'EM'    535    22     5    35     5
     1358   2417  12880   6   2   1   4        5    5   35    1  'EM'    557    22     5    35     6
     1359   2419  12888   6   2   1   6        5    5   39    1  'EM'    579    22     5    35     7
     1360   2420  12892   6   2   1   7        5    5   41    1  'FH'    600    22     5    35    11
     1361   2421  12896   6   2   1   8        5    5   43    1  'FH'    619    22     5    35    12
     1362   2422  12900   6   2   1   9        5    5   45    1  'FH'    636    22     5    35    13
     1363   2423  12904   6   2   1  10        5    5   47    1  'CH'    653    22     5    35    15
     1364   2401  12800   6   2   0   0        5    5    1    1  'EM'    449    22     5    36     1
     1365   2402  12804   6   2   0   1        5    5    3    1  'EM'    473    22     5    36     2
     1366   2404  12812   6   2   0   3        5    5    7    1  'EM'    521    22     5    36     3
     1367   2403  12808   6   2   0   2        5    5    5    1  'EM'    497    22     5    36     4
     1368   2406  12820   6   2   0   5        5    5   11    1  'EM'    566    22     5    36     5
     1369   2405  12816   6   2   0   4        5    5    9    1  'EM'    544    22     5    36     6
     1370   2407  12824   6   2   0   6        5    5   13    1  'EM'    588    22     5    36     7
     1371   2408  12828   6   2   0   7        5    5   15    1  'FH'    609    22     5    36    11
     1372   2409  12832   6   2   0   8        5    5   17    1  'FH'    628    22     5    36    12
     1373   2410  12836   6   2   0   9        5    5   19    1  'FH'    645    22     5    36    13
     1374   3284  17500   8   4   1   7        6   17   41    1  'FH'   1313    21     5    37    11
     1375   3285  17504   8   4   1   8        6   17   43    1  'FH'   1333    21     5    37    12
     1376   3286  17508   8   4   1   9        6   17   45    1  'FH'   1351    21     5    37    13
     1377   2435  12968   6   2   2  10        5    6   21    1  'CH'    655    26     6    28    15
     1378   3301  17600   8   4   3   0        6   18   27    1  'EM'   1153    25     6    29     1
     1379   3302  17604   8   4   3   1        6   18   29    1  'EM'   1177    25     6    29     2
     1380   3304  17612   8   4   3   3        6   18   33    1  'EM'   1201    25     6    29     3
     1381   3303  17608   8   4   3   2        6   18   31    1  'EM'   1225    25     6    29     4
     1382   3306  17620   8   4   3   5        6   18   37    1  'EM'   1248    25     6    29     5
     1383   3305  17616   8   4   3   4        6   18   35    1  'EM'   1270    25     6    29     6
     1384   3307  17624   8   4   3   6        6   18   39    1  'EM'   1292    25     6    29     7
     1385   3311  17640   8   4   3  10        6   18   47    1  'CH'   1363    25     6    29    15
     1386   3289  17536   8   4   2   0        6   18    1    1  'EM'   1164    25     6    30     1
     1387   3290  17540   8   4   2   1        6   18    3    1  'EM'   1188    25     6    30     2
     1388   3292  17548   8   4   2   3        6   18    7    1  'EM'   1236    25     6    30     3
     1389   3291  17544   8   4   2   2        6   18    5    1  'EM'   1212    25     6    30     4
     1390   3294  17556   8   4   2   5        6   18   11    1  'EM'   1281    25     6    30     5
     1391   3293  17552   8   4   2   4        6   18    9    1  'EM'   1259    25     6    30     6
     1392   3295  17560   8   4   2   6        6   18   13    1  'EM'   1303    25     6    30     7
     1393   3296  17564   8   4   2   7        6   18   15    1  'FH'   1323    25     6    30    11
     1394   3297  17568   8   4   2   8        6   18   17    1  'FH'   1341    25     6    30    12
     1395   3298  17572   8   4   2   9        6   18   19    1  'FH'   1357    25     6    30    13
     1396   3299  17576   8   4   2  10        6   18   21    1  'CH'   1374    25     6    30    15
     1397   3013  16064   7   6   3   0        6    6   27    1  'EM'    915    24     6    31     1
     1398   3014  16068   7   6   3   1        6    6   29    1  'EM'    939    24     6    31     2
     1399   3016  16076   7   6   3   3        6    6   33    1  'EM'    963    24     6    31     3
     1400   3015  16072   7   6   3   2        6    6   31    1  'EM'    987    24     6    31     4
     1401   3018  16084   7   6   3   5        6    6   37    1  'EM'   1010    24     6    31     5
     1402   3017  16080   7   6   3   4        6    6   35    1  'EM'   1032    24     6    31     6
     1403   3019  16088   7   6   3   6        6    6   39    1  'EM'   1054    24     6    31     7
     1404   3020  16092   7   6   3   7        6    6   41    1  'FH'   1075    24     6    31    11
     1405   3021  16096   7   6   3   8        6    6   43    1  'FH'   1094    24     6    31    12
     1406   3022  16100   7   6   3   9        6    6   45    1  'FH'   1111    24     6    31    13
     1407   3023  16104   7   6   3  10        6    6   47    1  'CH'   1130    24     6    31    15
     1408   3001  16000   7   6   2   0        6    6    1    1  'EM'    926    24     6    32     1
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1409   3002  16004   7   6   2   1        6    6    3    1  'EM'    950    24     6    32     2
     1410   3004  16012   7   6   2   3        6    6    7    1  'EM'    998    24     6    32     3
     1411   3003  16008   7   6   2   2        6    6    5    1  'EM'    974    24     6    32     4
     1412   3006  16020   7   6   2   5        6    6   11    1  'EM'   1043    24     6    32     5
     1413   3005  16016   7   6   2   4        6    6    9    1  'EM'   1021    24     6    32     6
     1414   3007  16024   7   6   2   6        6    6   13    1  'EM'   1065    24     6    32     7
     1415   3008  16028   7   6   2   7        6    6   15    1  'FH'   1086    24     6    32    11
     1416   3009  16032   7   6   2   8        6    6   17    1  'FH'   1105    24     6    32    12
     1417   3010  16036   7   6   2   9        6    6   19    1  'FH'   1122    24     6    32    13
     1418   3011  16040   7   6   2  10        6    6   21    1  'CH'   1131    24     6    32    15
     1419   2725  14528   7   0   3   0        5   18   27    1  'EM'    677    23     6    33     1
     1420   2726  14532   7   0   3   1        5   18   29    1  'EM'    701    23     6    33     2
     1421   2728  14540   7   0   3   3        5   18   33    1  'EM'    725    23     6    33     3
     1422   2727  14536   7   0   3   2        5   18   31    1  'EM'    749    23     6    33     4
     1423   2730  14548   7   0   3   5        5   18   37    1  'EM'    772    23     6    33     5
     1424   2729  14544   7   0   3   4        5   18   35    1  'EM'    794    23     6    33     6
     1425   2731  14552   7   0   3   6        5   18   39    1  'EM'    816    23     6    33     7
     1426   2732  14556   7   0   3   7        5   18   41    1  'FH'    838    23     6    33    11
     1427   2733  14560   7   0   3   8        5   18   43    1  'FH'    858    23     6    33    12
     1428   2734  14564   7   0   3   9        5   18   45    1  'FH'    876    23     6    33    13
     1429   2735  14568   7   0   3  10        5   18   47    1  'CH'    887    23     6    33    15
     1430   2713  14464   7   0   2   0        5   18    1    1  'EM'    688    23     6    34     1
     1431   2714  14468   7   0   2   1        5   18    3    1  'EM'    712    23     6    34     2
     1432   2716  14476   7   0   2   3        5   18    7    1  'EM'    760    23     6    34     3
     1433   2715  14472   7   0   2   2        5   18    5    1  'EM'    736    23     6    34     4
     1434   2718  14484   7   0   2   5        5   18   11    1  'EM'    805    23     6    34     5
     1435   2717  14480   7   0   2   4        5   18    9    1  'EM'    783    23     6    34     6
     1436   2719  14488   7   0   2   6        5   18   13    1  'EM'    827    23     6    34     7
     1437   2720  14492   7   0   2   7        5   18   15    1  'FH'    847    23     6    34    11
     1438   2721  14496   7   0   2   8        5   18   17    1  'FH'    865    23     6    34    12
     1439   2722  14500   7   0   2   9        5   18   19    1  'FH'    881    23     6    34    13
     1440   2723  14504   7   0   2  10        5   18   21    1  'CH'    898    23     6    34    15
     1441   2437  12992   6   2   3   0        5    6   27    1  'EM'    439    22     6    35     1
     1442   2438  12996   6   2   3   1        5    6   29    1  'EM'    463    22     6    35     2
     1443   2440  13004   6   2   3   3        5    6   33    1  'EM'    487    22     6    35     3
     1444   2439  13000   6   2   3   2        5    6   31    1  'EM'    511    22     6    35     4
     1445   2442  13012   6   2   3   5        5    6   37    1  'EM'    534    22     6    35     5
     1446   2441  13008   6   2   3   4        5    6   35    1  'EM'    556    22     6    35     6
     1447   2443  13016   6   2   3   6        5    6   39    1  'EM'    578    22     6    35     7
     1448   2444  13020   6   2   3   7        5    6   41    1  'FH'    599    22     6    35    11
     1449   2445  13024   6   2   3   8        5    6   43    1  'FH'    618    22     6    35    12
